name,subDistrict,district,province,level
โรงเรียนฉิมพลี,ฉิมพลี,เขตตลิ่งชัน,กรุงเทพมหานคร,อนุบาล-มัธยมศึกษาตอนต้น
โรงเรียนชุมชนหมู่บ้านพัฒนา,คลองเตย,เขตคลองเตย,กรุงเทพมหานคร,อนุบาล-มัธยมศึกษาตอนต้น
โรงเรียนชุมทางตลิ่งชัน,ตลิ่งชัน,เขตตลิ่งชัน,กรุงเทพมหานคร,อนุบาล-ประถมศึกษา
โรงเรียนชูสินทองประดิษฐ์อนุสรณ์,บางมด,เขตทุ่งครุ,กรุงเทพมหานคร,อนุบาล-ประถมศึกษา
โรงเรียนซอยแอนเนกซ์ (กาญจนาภิเษก 2),สายไหม,เขตสายไหม,กรุงเทพมหานคร,อนุบาล-ประถมศึกษา
โรงเรียนแดงเป้า (สิงสุขบูรณะ),คลองสองต้นนุ่น,เขตลาดกระบัง,กรุงเทพมหานคร,อนุบาล-ประถมศึกษา
โรงเรียนตั้งพิรุฬห์ธรรม,ศาลาธรรมสพน์,เขตทวีวัฒนา,กรุงเทพมหานคร,อนุบาล-มัธยมศึกษาตอนต้น
โรงเรียนตำบลขุมทอง (ประชาอุทิศ),ขุมทอง,เขตลาดกระบัง,กรุงเทพมหานคร,อนุบาล-ประถมศึกษา
โรงเรียนทุ่งสองห้อง (คุปตัษเฐียรอุทิศ),ทุ่งสองห้อง,เขตหลักสี่,กรุงเทพมหานคร,อนุบาล-มัธยมศึกษาตอนต้น
โรงเรียนเทพวิทยา,ลาดพร้าว,เขตลาดพร้าว,กรุงเทพมหานคร,อนุบาล-ประถมศึกษา
โรงเรียนไทยนิยมสงเคราะห์,อนุสาวรีย์,เขตบางเขน,กรุงเทพมหานคร,อนุบาล-มัธยมศึกษาตอนต้น
โรงเรียนนาคนาวาอุปถัมภ์,สวนหลวง,เขตสวนหลวง,กรุงเทพมหานคร,อนุบาล-ประถมศึกษา
โรงเรียนนาหลวง,บางมด,เขตทุ่งครุ,กรุงเทพมหานคร,อนุบาล-มัธยมศึกษา
โรงเรียนนีลราษฎร์อุปถัมภ์,กระทุ่มราย,เขตหนองจอก,กรุงเทพมหานคร,อนุบาล-ประถมศึกษา
โรงเรียนบางขุนเทียนศึกษา,แสมดำ,เขตบางขุนเทียน,กรุงเทพมหานคร,อนุบาล-ประถมศึกษา
